items,ALL,FARM,FFRA,MINE,UTIL,CNST,DMAN,NMAN,WHTR,RETR,TRAN,INFO,FINC,FINS,INSU,REAL,LEAS,PROF,MGMT,ADMN,EDUC,HLTH,ARTS,ACCM,OTHS
Bad debts,5.627613,0.009907,0.015054,0.016974,0.0,0.491317,0.400136,0.335934,0.975708,0.666017,0.121935,0.208958,0.73678,0.018238,0.089856,0.1145,0.046471,0.251299,0.456586,0.16472,0.04948,0.212088,0.017709,0.080041,0.083096
Rent paid on business property,74.490072,1.24383,0.250845,0.560399,0.0,6.662104,4.082687,2.805601,6.694772,12.699089,5.755072,1.117853,0.788014,0.652966,1.037532,2.614372,0.652972,7.128709,0.115513,2.538451,0.446736,5.147699,1.118029,6.359279,3.699714
Taxes paid,59.599634,0.406964,0.25875,0.450418,0.0,7.176879,4.813372,3.431434,6.965956,8.591205,2.246422,0.946142,0.657749,0.381373,0.810402,0.907809,0.328686,5.748547,0.321912,3.883599,0.304121,3.461214,1.026431,4.246002,2.024354
Interest paid,24.39229,0.322408,0.130361,0.243753,0.0,2.314534,1.70273,1.41711,2.550948,3.049084,0.684754,0.368655,2.41225,0.152191,0.22275,0.515173,0.249832,0.971441,3.394591,0.532531,0.044858,0.771774,0.310197,1.505037,0.46182
Amortization,3.319202,0.010151,0.005237,0.01342,0.0,0.12593,0.240239,0.191613,0.420905,0.410388,0.053269,0.317672,0.081535,0.036049,0.12163,0.045334,0.00913,0.253746,0.097008,0.114448,0.006122,0.191227,0.114479,0.318845,0.13375
Depreciation,48.371247,0.918164,0.575399,0.78516,0.0,6.931323,6.323254,4.649621,4.510146,5.210392,3.069875,1.193762,0.480059,0.187292,0.310399,0.622357,1.592563,2.316279,0.370271,1.794083,0.143993,1.663555,0.878692,2.437688,1.260602
Depletion,0.254037,0.001701,7.5e-05,0.125515,0.0,0.020624,0.075069,0.009073,0.011049,0.004026,0.000557,0.0,6e-06,0.0,0.0,0.0,0.0,1e-06,0.000548,0.000671,0.0,0.0,0.0,0.005122,0.0
Advertising,28.265217,0.11582,0.046155,0.019596,0.0,1.560356,1.696624,2.161094,3.015132,8.858766,0.16922,0.579889,0.427897,0.129427,0.314927,0.947951,0.119293,2.143797,0.096142,0.786309,0.195369,0.899776,0.374368,2.509929,0.982512
"Pension, profit sharing, stock, annuity",12.491864,0.042931,0.029838,0.079308,0.0,1.633367,1.154851,0.803554,1.432107,0.992807,0.283591,0.2431,0.115574,0.181594,0.398547,0.317541,0.028143,2.296431,0.096653,0.277312,0.037604,1.517784,0.203496,0.095993,0.170518
Employee benefit programs,25.35483,0.219293,0.063904,0.150732,0.0,4.114139,3.285442,1.977928,2.533291,3.17987,1.11442,0.500075,0.292076,0.164995,0.419434,0.348746,0.064746,2.338908,0.233955,1.440847,0.1162,1.11577,0.174076,0.690297,0.760896
"Net loss, noncapital assets",0.254893,0.00547,2.4e-05,0.000138,0.0,0.03324,0.026371,0.012615,0.020239,0.01839,0.00613,0.005624,0.012839,0.002521,0.005438,0.003486,0.008201,0.013111,0.012301,0.021043,0.001609,0.004462,0.000789,0.032898,0.005359
Other deductions,259.57971,4.236587,1.588387,2.665609,0.0,26.745989,13.236973,10.642345,24.398783,30.396839,14.402277,6.764734,4.763093,3.582586,4.42341,6.697878,1.319692,35.990341,2.104535,12.893902,1.383041,23.256715,5.370856,13.635763,8.273771
Total receipts less total deductions,216.359909,1.615054,1.069523,2.832637,0.0,29.901154,17.761884,12.064798,22.837059,22.103165,4.237588,5.249343,4.988761,3.798538,5.038343,7.332922,1.364027,27.919581,5.677624,7.861096,0.909063,15.285546,3.749095,7.077912,4.7732
Net income,215.480028,1.608487,1.069042,2.819738,0.0,29.848407,17.698917,12.016422,22.786724,22.07616,4.23347,5.207658,4.897541,3.776418,5.033652,7.320947,1.363048,27.895003,5.324748,7.844131,0.907668,15.253687,3.743267,7.076126,4.76758
