DATE,BAAFFM,T10YFF,DGS10
1955-01-01,1.7450000000000000,.,.
1956-01-01,1.1491666666666667,.,.
1957-01-01,1.6091666666666667,.,.
1958-01-01,3.1541666666666667,.,.
1959-01-01,1.7483333333333333,.,.
1960-01-01,1.9733333333333333,.,.
1961-01-01,3.1200000000000000,.,.
1962-01-01,2.3116666666666667,1.2404838709677419,3.9460642570281124
1963-01-01,1.6775000000000000,0.84212851405622489960,4.0015662650602410
1964-01-01,1.3316666666666667,0.70912000000000000000,4.1873600000000000
1965-01-01,0.79333333333333333333,0.23160642570281124498,4.2836947791164659
1966-01-01,0.55416666666666666667,-0.13152000000000000000,4.9250400000000000
1967-01-01,2.0083333333333333,0.87955823293172690763,5.0726506024096386
1968-01-01,1.2791666666666667,0.00684000000000000000,5.6443600000000000
1969-01-01,-0.39083333333333333333,-1.4148790322580645,6.6727419354838710
1970-01-01,1.9241666666666667,0.21497991967871485944,7.3543200000000000
1971-01-01,3.9025000000000000,1.4929317269076305,6.1608835341365462
1972-01-01,3.7241666666666667,1.7773200000000000,6.2060400000000000
1973-01-01,-0.48666666666666666667,-1.8567741935483871,6.8481048387096774
1974-01-01,-1.00583333333333333333,-2.9385140562248996,7.5624096385542169
1975-01-01,4.7858333333333333,2.1754216867469880,7.9939357429718876
1976-01-01,4.7016666666666667,2.5668400000000000,7.6127200000000000
1977-01-01,3.4316666666666667,1.8808433734939759,7.4176305220883534
1978-01-01,1.5575000000000000,0.47318548387096774194,8.4083870967741935
1979-01-01,-0.50416666666666666667,-1.7465725806451613,9.4329435483870968
1980-01-01,0.31250000000000000000,-1.8259200000000000,11.4334400000000000
1981-01-01,-0.33416666666666666667,-2.4910040160642570,13.9213654618473896
1982-01-01,3.8550000000000000,0.73763052208835341365,13.0055020080321285
1983-01-01,4.4675000000000000,2.0072000000000000,11.1030000000000000
1984-01-01,3.9650000000000000,2.1884337349397590,12.4581124497991968
1985-01-01,4.6141666666666667,2.4929435483870968,10.6197983870967742
1986-01-01,3.5858333333333333,0.83648000000000000000,7.6728400000000000
1987-01-01,3.9183333333333333,1.7384400000000000,8.3926800000000000
1988-01-01,3.2616666666666667,1.2742800000000000,8.8480000000000000
1989-01-01,0.96083333333333333333,-0.74288000000000000000,8.4937200000000000
1990-01-01,2.2558333333333333,0.43568000000000000000,8.5524000000000000
1991-01-01,4.1141666666666667,2.1298800000000000,7.8624400000000000
1992-01-01,5.4550000000000000,3.4415537848605578,7.0088446215139442
1993-01-01,4.9075000000000000,2.8142000000000000,5.8662800000000000
1994-01-01,4.4208333333333333,2.8577911646586345,7.0851807228915663
1995-01-01,2.3641666666666667,0.71804000000000000000,6.5739200000000000
1996-01-01,2.7558333333333333,1.1100396825396825,6.4435317460317460
1997-01-01,2.4025000000000000,0.86284000000000000000,6.3539600000000000
1998-01-01,1.8675000000000000,-0.10688000000000000000,5.2628800000000000
1999-01-01,2.9008333333333333,0.65693227091633466135,5.6461354581673307
2000-01-01,2.1283333333333333,-0.22725099601593625498,6.0302788844621514
2001-01-01,4.0600000000000000,1.1243951612903226,5.0206854838709677
2002-01-01,6.1350000000000000,2.9370800000000000,4.6130800000000000
2003-01-01,5.6383333333333333,2.8838800000000000,4.0138800000000000
2004-01-01,5.0441666666666667,2.9185600000000000,4.2713200000000000
2005-01-01,2.8508333333333333,1.0750800000000000,4.2888800000000000
2006-01-01,1.5150000000000000,-0.17280000000000000000,4.7950000000000000
2007-01-01,1.4633333333333333,-0.39179282868525896414,4.6346613545816733
2008-01-01,5.5191666666666667,1.7257768924302789,3.6642629482071713
2009-01-01,7.1358333333333333,3.1043600000000000,3.2641200000000000
2010-01-01,5.8633333333333333,3.0380876494023904,3.2150597609561753
2011-01-01,5.5625000000000000,2.6798000000000000,2.7816400000000000
2012-01-01,4.7950000000000000,1.6614400000000000,1.8034400000000000
2013-01-01,4.9941666666666667,2.2422800000000000,2.3501600000000000
2014-01-01,4.7650000000000000,2.4506000000000000,2.5395600000000000
2015-01-01,4.8666666666666667,2.0039840637450199,2.1382868525896414
2016-01-01,4.3225000000000000,1.4426800000000000,1.8374400000000000
2017-01-01,3.4383333333333333,1.3254000000000000,2.3294800000000000
2018-01-01,2.9683333333333333,1.0810441767068273,2.9112449799196787
2019-01-01,.,.,.
