0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
15073779128.389782,17705949808.542343,19682669084.28347,20777938419.0,21958862950.604828,23202123813.858135,24496379294.36252,25835851917.40785,27217280428.564663,28649061011.88565,30135115205.633377,31679262466.943512,33283212601.56917,34947401120.514114,36679538931.112755
60610165235.674324,62265654788.08273,64997748304.2119,68720410526.0,72626169460.0961,76657808387.1517,80746421485.91531,84866156518.66801,89030411130.09152,93283838824.40637,97643655993.48225,102125490726.29048,106735998446.43811,111478552621.71321,116379072784.19579
9325078357.840042,9349877716.052055,9514714813.760197,10079053795.0,10651901863.073784,11230865522.826204,11802979611.706274,12365833297.864227,12927293084.350233,13497739279.655914,14080969320.626635,14680152894.83329,15296691063.277418,15931566662.003714,16588804078.458015
22383192484.264854,20150535197.21445,20544357947.573753,22158075947.0,23417441285.91386,24564711184.471947,25599951894.44624,26571732925.523727,27569056725.543343,28631597155.146076,29752633992.41999,30929312371.38675,32156261245.35943,33432622362.537712,34764142269.09686
2287312183.277126,3141748662.3310714,3617975737.3893847,3876956089.0,4097304829.1458554,4303187499.560768,4491956663.69987,4669425265.154634,4848606326.158108,5036806434.193481,5234244887.657093,5441071257.1830225,5656711969.579153,5881052931.377989,6115135756.154849
8699767079.79872,9129571815.273129,9610073799.414963,10144839643.0,10721426682.677654,11328449469.913807,11960370406.534948,12614368637.396845,13288851853.264832,13987919495.532467,14713486257.372156,15467416990.791035,16250546509.370518,17063087451.59315,17908804672.12508
20531672447.441105,24254048580.167274,28365717951.841133,29964515454.0,31667563690.244774,33444358127.584164,35271549972.32674,37138535347.52056,39044542147.82037,41004382117.56001,43024041727.79709,45109164262.53552,47261994863.656906,49483158794.50626,51783480624.942535
1099481967668.4393,1132673263362.0024,1184270060158.7942,1250000000000.0,1321044375757.5193,1395980281029.952,1474192751033.8323,1555362928323.1648,1639269909236.9612,1726403391766.6145,1817003646428.855,1911306427957.3738,2009423645245.3464,2111388695242.285,2217675457771.9785
19216364316.948055,19759043787.218636,21591540728.400513,22860376898.0,24159657863.04002,25479810681.012623,26792621477.16101,28091372540.26715,29390208775.166412,30710405206.89322,32059903666.199036,33445482443.23258,34870183862.11555,36336067398.43301,37852235282.50967
9456627129.60003,9876307928.623068,10287708959.766253,10920003475.0,11540647339.121052,12156212100.144186,12751731897.182205,13327690001.83558,13899365587.729658,14481671690.928585,15079400293.431828,15696230692.682888,16333504543.414982,16992237989.701918,17676568310.073166
57011225072.8009,59176349675.10701,62463545220.45374,66122349454.0,69880446286.46399,73706203809.4331,77519459023.66039,81299689463.88727,85084103025.68005,88931892395.12259,92865280218.44412,96903382288.80582,101054791396.74638,105325226057.88512,109740932506.70825
16084450684.239996,16802838759.938042,17719124289.861397,18704712570.0,19767804272.60758,20887356079.460854,22053319523.59726,23260560218.665844,24506078631.814186,25797392461.468864,27138039541.78692,28531469700.838512,29979241004.978413,31481759766.494694,33045988370.59753
14239465641.615746,14724376685.835129,15512323720.714947,16387379760.0,17318764692.280483,18289928842.608315,19287884976.41006,20306785558.3561,21346373669.01079,22414866705.300484,23515569941.6707,24651593027.014946,25824174008.31405,27033671852.34273,28286013382.78374
851126815.8625226,862124688.1075921,895556548.3823391,949730450.6,1003708856.2006277,1057681809.0876846,1110364151.3006604,1161666968.7311332,1212659643.5101244,1264506692.9167147,1317608514.7058444,1372284053.2741687,1428663398.9250867,1486841962.5256333,1547191738.2715669
64526977122.31522,67636705139.86595,71670966533.09755,75652337469.0,79952075941.06583,84484456912.43687,89210875069.40298,94111426298.83522,99173220239.7413,104426186686.89119,109884758473.06834,115563061526.93304,121467663252.71341,127600416252.73288,133989773758.7627
48511333492.821556,50605842932.0758,52992514795.175476,56031412759.0,59215986152.820045,62500536455.287636,65828056534.14108,69177525781.38751,72560944200.16393,76015466460.33119,79555396484.59038,83193679981.66249,86935863280.78001,90784836158.32278,94761815382.20973
5819018118.954121,6112831469.979754,6535615823.0041895,6902986050.0,7295320717.828092,7705416076.413608,8128205328.470359,8561323411.96056,9004371847.870739,9460607288.48275,9931371157.322777,10417936304.325447,10920810654.739065,11440119072.173794,11978349972.803457
1883211167.1244907,2586693765.9219694,2978785476.180741,3192011591.0,3373431167.7146883,3542940405.1845264,3698359591.2993774,3844474692.9094863,3991999712.662364,4146950378.2066107,4309507244.340093,4479793456.950126,4657336776.414828,4842043266.238055,5034770517.408569
6962201373.690288,9562965218.561457,11012521960.487747,11800815475.0,12471520730.08084,13098193652.675976,13672775882.197723,14212961061.059052,14758358684.6009,15331208801.114183,15932178918.78049,16561724305.963144,17218099100.380962,17900956020.319656,18613465565.861347
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3033071299.316062,4166089686.860414,4797586639.430795,5141005381.0,5433196995.447355,5706205998.428024,5956521778.7277975,6191852541.855633,6429454097.7272,6679015285.912905,6940826905.22752,7215087292.566536,7501035865.9683895,7798521332.739313,8108924915.898781
16182192065.487053,16571942821.702967,17415128013.04971,18409754459.0,19456082069.71109,20538105425.931084,21637997176.975246,22748813699.930603,23873368449.032047,25023082972.32174,26202377908.721752,27415292810.58784,28663523576.43225,29947871325.185,31275218046.781067
36713875310.09187,37729579833.78376,39393524976.234856,41586561300.0,43950154329.968254,46437747922.521255,49026284550.19284,51704055375.75097,54464677755.027534,57325049696.74333,60293005686.30587,63376167280.27812,66577917234.1858,69899098151.03802,73355099589.1871
115712577463.33708,117872270101.25116,122202734997.2863,129000000000.0,136331779578.17598,144052945169.12482,152094195935.78104,160420121772.97485,169010035929.35876,177915785397.68396,187161769409.13617,196771780247.04425,206756563361.73328,217118920949.97394,227906870199.3468
14955392031.198208,15601003419.777828,16437044387.309738,17351319723.0,18337490665.631733,19376036501.3122,20457635827.087936,21577525758.802174,22732923796.94591,23930803691.502876,25174447294.11104,26467054818.06482,27810071594.714283,29203874537.331482,30654922262.768433
11072256033.466866,11932079203.215347,13098235456.24506,13828813701.0,14614781250.483658,15440839332.688631,16298793575.102726,17184544141.67894,18096197647.933235,19039523683.706024,20017115834.404278,21031484039.018925,22083704292.16727,23174023570.60094,24307504792.353943
