amt,pymtc,ftc,dep_corp,dep_noncorp,int_corp,int_noncorp
0.003763394413505413,0.488052344943844,0.8629574797372855,5.154130404630768e-10,4.529015468052955e-10,0.3608029895783823,0.33777348143386576
