0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4790728704.919477,5416689457.829495,5928633706.57402,6318822870.0,6677956331.057189,7023507452.944358,7347935317.050109,7655764562.747077,7962392449.264125,8278926144.206097,8607584264.61319,8949843100.866259,9305703695.989246,9675333328.835371,10060704457.075071
4725341081.297595,7496557848.7293215,8959547214.717882,9567048385.0,10110796369.283447,10628120084.96917,11109115050.908712,11563423968.9715,12017887554.91021,12490086108.286467,12982497476.860813,13496692113.373957,14032111962.45657,14588761422.793484,15169425298.983952
5795900018.23969,7688927924.616146,9345517045.417543,9895536360.0,10457954122.78563,11028906615.675552,11596087249.266788,12156668667.28,12717031910.521685,13286547747.070158,13868704167.470518,14466467384.892658,15081166865.960938,15713708858.397709,16368037579.30555
152511645859.6619,171914893315.1227,185066613486.93646,197000000000.0,208196593619.38504,219060232259.42276,229338913724.8625,239133332010.60773,248867818911.56372,258872158114.5134,269225069253.86502,279981044939.3136,291148258164.59467,302736033622.68646,314809469973.4386
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246238524254.20575,255904080596.2628,268106501496.77014,283000000000.0,299084446671.5023,316039161592.5528,333719730140.3456,352051695077.9474,370986836187.9417,390637114742.15796,411056521031.1063,432297897279.4238,454385810809.9287,477327191830.9275,501228478092.53674
901286703142.823,946415107045.9839,994699219227.0925,1050000000000.0,1109677275636.3162,1172546481821.7634,1238054183114.7654,1305916607918.796,1375961303750.483,1448607702499.002,1524054980136.9717,1602497628394.9924,1684024429432.062,1768659211810.1746,1856794270900.7917
355194178713.1701,377775109957.8544,400500962904.47363,423000000000.0,447041416756.34454,472181533651.45795,498114154346.1537,524695526859.3893,551898404870.0139,579920363241.8785,608843176676.2451,638744551729.0912,669655556751.4701,701583650156.8098,734681309155.2205
62453527220.31992,66614155707.67478,70927640430.39674,75049828223.0,79315322780.44968,83678069101.55867,88051654766.87161,92410286727.87651,96786217168.22713,101240157432.41563,105795154395.96518,110471410279.40009,115277955892.10764,120220471051.54865,125328384201.19383
92625130426.47318,98724095769.43146,104201172488.4909,110000000000.0,116251905066.6617,122833486578.1987,129684542748.16675,136774422599.33186,144085924017.3716,151663537651.8087,159528017632.46286,167699573860.4255,176187240350.80612,184993309440.94193,194158583523.16193
17633079043.829353,21107310445.89754,23208635965.98735,24563500689.0,25959579547.295517,27383651972.992603,28806547973.2485,30220261813.823074,31637196419.074512,33078429347.0615,34551915116.70537,36064552066.67787,37619438789.197395,39218593970.0479,40871724496.399185
5265199940.383556,5450065417.675147,5758794056.49994,6097212064.0,6443750163.958477,6795855106.233962,7146001819.026161,7492398586.036437,7838818069.666251,8190934644.396855,8550866517.923782,8920421563.872759,9300411216.605524,9691384769.750912,10095769927.313662
154487029027.55374,160973673266.04596,168609210824.41882,178000000000.0,188116719107.87076,198760645668.24966,209831440225.55685,221278325484.323,233074667954.26355,245293240344.9842,257967521182.71722,271130037766.48102,284795098558.7288,298966187740.51746,313708986756.2015
194145679990.3478,288525177150.62134,346357195608.40625,366000000000.0,386801793221.80164,408413564103.6257,430515573196.83997,452972084469.9887,475802607103.6012,499208555840.7563,523269118815.28296,548057863437.86914,573604579873.1847,599920321856.6403,627139027595.8335
401010424373.8721,424125218375.50385,450142926090.78973,476000000000.0,503053698288.4633,530926839816.19214,559126090866.0455,587473797329.3129,616084232502.3088,645281547928.3378,675190308728.3219,705922805089.784,737527509861.1765,770030533869.4025,803613044462.1392
19697746599.29368,20584361067.799225,21695186331.655827,22901934534.0,24203577448.086082,25574349765.06348,27001948204.051365,28480086254.11611,30005091305.760956,31586167982.503517,33227647986.632885,34933755266.32902,36706397508.41272,38546072199.13975,40461304039.95565
275686886159.49756,288025404588.67395,304106667775.48834,321000000000.0,339244195694.53094,358475515445.9698,378530153268.7312,399323654134.35016,420801323025.89844,443090154884.2144,466251389579.45264,490344964758.63965,515398746537.0569,541420595681.01666,568531241935.351
2264028956.913958,2436407930.384463,2605822302.0013595,2759304252.0,2916130690.486727,3075265152.9003663,3233262936.742584,3389347601.280713,3545335805.1247845,3703863757.123034,3865911187.4297533,4032309706.120722,4203431709.257985,4379531907.66606,4561710616.312585
7553917579.231697,7935214267.025415,8411481343.5143175,8900871527.0,9406757016.066874,9923835776.32594,10441777833.72559,10957559912.795794,11475168831.587729,12001911377.846684,12540557621.246294,13093529403.965551,13661911060.32237,14246391036.036247,14850466819.830349
8690523508.159052,10132626829.599089,11662411136.396486,12363020746.0,13065679219.101463,13770860258.1207,14462047855.92067,15137404206.50593,15809351816.497828,16492229374.638788,17191090192.255478,17910025820.75651,18650765196.989315,19414559605.147144,20206300647.296986
1075271132267.5226,1231890979109.3994,1459449547544.7566,1540000000000.0,1627526670933.264,1720232407473.4453,1817552146298.0227,1919185117770.5894,2024808007536.37,2134996947776.313,2250073847550.5283,2370360061179.493,2496033380715.6504,2627170650706.2573,2764400140715.3647
3477725881026.9707,3488048473123.242,3529721159734.1167,3590000000000.0,3659295178424.0474,3732254239845.227,3807889528846.922,3885436408977.556,3963556766446.8726,4042855938445.7007,4123588803791.234,4205978381448.5137,4289992811565.3936,4375409075176.8267,4462917256680.363
162972279436.12384,157324819220.61905,158624646106.6183,168000000000.0,177548364101.81058,187217958170.23615,196795716198.23758,206237760174.0979,215664855637.07748,225243761228.59738,235035994455.9108,245093338888.87122,255438859301.89905,266088547430.4802,277109479669.93665
7323559431.195456,7964370484.958894,8765323601.159798,9253082152.0,9778985708.257507,10332649631.600819,10909023092.975225,11505533197.657202,12120727604.488264,12758345403.422197,13420132981.178123,14107791264.476479,14822081684.638243,15563198188.67656,16334574690.851503
153416155796.8574,156504847491.41943,162919956507.74164,172000000000.0,181775706104.23465,192055844467.14346,202741146828.77167,213781638074.6673,225152577451.6277,236924936858.8731,249131009825.1871,261802114549.1582,274951857673.9003,288583454889.0376,302760128885.1358
121184821774.99825,128802051467.33755,136924089976.32103,145000000000.0,153241147587.87225,161596919651.0076,169885116712.80466,178066078219.8113,186238754644.8033,194543834445.92117,203033454751.52237,211751723641.36902,220718355858.93085,229946912854.95386,239495252916.1525
6151618534.916149,13007574005.483635,16250087020.673346,17413293619.0,18402986879.0354,19327705990.80729,20175560030.396175,20972657751.996162,21777446961.518063,22622745093.639236,23509537124.015293,24438494847.04066,25407042066.808823,26414666334.11891,27466046041.660496
949456903808.7555,981456287875.2941,1041865208696.9868,1100000000000.0,1162519050666.617,1228208536871.647,1296408228072.88,1366788842226.3325,1439203680891.5293,1514114289909.5293,1591726938011.5754,1672241031929.3271,1755741521542.9358,1842247669408.68,1932161477281.4487
93723554721.14664,98221652093.2799,103252351109.1304,109000000000.0,115195069566.05566,121715483260.09608,128500962166.75209,135520879965.59077,142758443735.26443,150257902592.0246,158039796862.14792,166124112536.10895,174519732691.12213,183228878045.68558,192291903803.17813
185166509379.5261,195843387742.10867,207031759872.4121,219000000000.0,231446974632.71735,244219654103.561,257076550067.55545,269938724761.11282,282880978960.76483,296067593863.939,309561298868.0301,323417789922.5468,337661669979.1152,352307558470.37524,367440299892.55945
55232402445.911316,67347712097.80176,78526922297.91344,82930242551.0,87643624401.76437,92578758638.69328,97678283312.72807,102914794034.04137,108281278782.95563,113815305346.75641,119532685443.66553,125448512546.40945,131568878123.51181,137895159608.28476,144457279011.11572
19042284996.13514,56467598471.43313,80168787608.48375,84858812351.0,89681805431.80101,94595269915.31218,99497085592.85611,104360409369.72354,109231171705.72981,114184174255.612,119247556339.749,124445596267.49117,129789207530.84268,135285599434.66423,140968404923.88303
3503760121.3778505,3935112502.69655,4457606934.886742,4708544169.0,4976156633.97065,5255595310.711759,5543286499.8332815,5837586589.178205,6138304853.130774,6447719755.270365,6766759557.243504,7096301902.489877,7436696046.327107,7788033695.706755,8152013559.190908
32568703613.268696,34927876648.427986,36960895695.06607,39313793398.0,41548212526.496796,43728226283.28828,45801910125.64637,47784305880.15245,49752631749.67451,51770091377.56664,53853262092.44149,56013926701.811165,58254702452.30402,60577983157.321396,62997261578.10255
366385502667.65607,382593451343.6608,401630929154.7954,424000000000.0,448098252256.95056,473452324513.13403,499823205930.53986,527089943850.2974,555189096700.0435,584294010709.4005,614484432480.1804,645837842769.5952,678388324656.7473,712144177539.2102,747261856093.4237
13066847431.587849,13656399539.629162,14506436571.066689,15406510046.0,16282146757.056015,17146607072.663599,17978817500.240536,18780814715.509388,19576595402.753838,20388344482.703915,21222860216.471455,22085251681.589188,22977219393.073734,23900086050.94139,24859547397.126534
24786806679.999878,27135283116.746845,28991010818.861797,30814085766.0,32565419756.227303,34283547779.18626,35926875565.744446,37503459247.99376,39067975069.28066,40667680338.61176,42315993730.78467,44022705844.75105,45790556340.798584,47621808749.71794,49527429504.9429
110677390168.32248,118050672718.3365,125694840356.10072,133000000000.0,140559121580.60004,148290588453.29398,156041264334.3662,163765439919.30112,171520271107.41928,179413347869.39285,187485512862.92218,195772567573.4117,204290516003.49472,213049423675.50723,222101442380.78943
89959141374.40076,95958326427.16562,102067990665.10435,108000000000.0,114138234065.44966,120416417691.39662,126710199609.86128,132982462490.86104,139279618643.61868,145689034360.10852,152243875106.73386,158973212766.3795,165890043070.50705,173002539525.97583,180353050955.829
5038220300.28093,5615474395.052228,6081496584.9589205,6455272413.0,6822161052.141056,7186047220.249402,7538083968.773869,7878556979.842458,8216498414.316924,8560723993.778251,8914066459.926159,9278700799.915241,9655420122.173256,10044825112.114109,10449361488.735723
1004217485371.971,1028269294700.5858,1070414282140.5262,1130000000000.0,1194224115684.7974,1261821064989.9868,1332165938058.9895,1404941232670.8032,1479972857072.0073,1557719540632.9155,1638394224350.7078,1722204102438.5608,1809241265513.4675,1899528735702.978,1993484874289.8274
5642733704.244542,6339266745.507838,6833102459.784155,7268611167.0,7681726321.386917,8084571154.78852,8467570293.288129,8833591313.562899,9197042028.105007,9569656274.26298,9954486328.309467,10353696259.220428,10767753423.927513,11197091283.375483,11644195632.140522
181924888213.52997,194207465557.27487,207854676550.40665,220000000000.0,232503810133.3234,245251266822.10532,257979564729.3072,270617903662.64835,283280849294.8654,296159428223.0396,309325634256.17596,322841762602.7175,336735807494.1717,351026121274.22174,365799759530.56573
34873917173.08647,40543824489.09311,44199908510.60546,46750113838.0,49407179961.37093,52137067551.56201,54889121419.7883,57646268537.361755,60423014023.50575,63253438096.10271,66150579107.11154,69126067144.49437,72185008937.25168,75330362014.27122,78580147055.95575
304598316943.7381,312408552014.4255,324904265802.1105,343000000000.0,362494576707.8633,383005064405.67206,404338112344.75275,426395874388.33026,449127028698.3843,472671805833.3124,497094717784.6744,522458443561.2528,548790555087.8877,576097766264.0311,604506643018.9727
1230931386.1714969,1413878242.7524664,1532325260.5276957,1636224416.0,1729220049.787145,1817696417.891227,1899959585.75367,1977658716.585533,2055384299.81366,2136143042.85979,2220358724.8083167,2308299935.616676,2399871232.7006927,2495073368.3546224,2594382619.5968013
74597293775.64424,97154672215.45927,117132204062.7218,124000000000.0,131047602075.14592,138217911742.933,145359749649.88654,152435232832.003,159516244710.2365,166715130029.18842,174073996253.1058,181628977931.23462,189396314187.57532,197386871814.64734,205649923013.21518
12979421141.299606,14438530568.772156,15878294371.043423,16821590673.0,17777654199.889435,18743048657.347572,19696007373.861366,20632684071.08521,21566683858.043716,22515615294.217712,23485893690.88245,24482853206.287193,25508841728.083538,26565514177.714523,27659584608.33417
12943750176.841719,13759712938.80303,14575625631.882242,15413496806.0,16289530613.058228,17191674216.900608,18103826808.037815,19020251907.56451,19944827856.501427,20888173567.467342,21854366551.436268,22847076060.323753,23867891013.423943,24917679014.181656,26002319494.95441
99525095686.98512,105689585159.00037,111627923572.54405,118000000000.0,124706589071.50983,131644324170.0333,138699710586.17703,145828245574.60678,153047061783.9899,160428736781.02335,168001384178.7456,175790725419.4729,183807529601.5828,192056810889.12842,200582607732.12073
172468768538.54724,180620786612.95285,190980957823.5728,202000000000.0,213480771122.4151,225276192522.44543,237167390976.16656,249080596571.3396,261078483681.19235,273308307647.94922,285826405170.69995,298683028057.95337,311900241694.6552,325490825104.9893,339532642857.4561
5958430502.829172,6265997122.199575,6676249949.867152,7047759109.0,7448322026.1106205,7870029074.093988,8309033207.620387,8763374739.96853,9231947472.094585,9717599342.106985,10221660513.58856,10745426524.781681,11289477332.120337,11853960658.472012,12441491999.96096
171450131320.59268,183425700516.03162,195510728047.96707,207000000000.0,218764948625.4452,230718891228.38788,242606352052.6445,254366502432.60132,266127424040.48917,278081761564.61615,290301428034.8021,302847800656.98914,315748427581.2362,329021957294.7493,342750810209.3015
115334312243.94406,121128381332.77826,128845543155.42554,136000000000.0,143729628082.4181,151879975964.6068,160382842720.93594,169202967952.00687,178316757395.89804,187777757066.3055,197612002513.86893,207845006582.76224,218488748802.37894,229546700694.90387,241070203852.46362
2807035032.3113246,3052650445.677703,3359646446.398061,3546598618.0,3748171325.902632,3960384259.183617,4181301493.8934073,4409936869.451038,4645733720.405915,4890125196.388056,5143780667.086696,5407352077.903043,5681131276.594021,5965192600.790862,6260852229.834576
89400506422.57437,100134722252.36313,113303318647.58446,120000000000.0,126820260072.72183,133727112978.74011,140568368713.02682,147312685838.64136,154046325455.0554,160888400877.56964,167882853182.79352,175066670634.9081,182456328072.78516,190063248164.6288,197935342621.3834
161948351891.0375,173887794688.21042,186945462354.82413,199000000000.0,210310264620.59705,221284194008.2494,231667227569.78494,241561081574.16714,251394395753.30548,261500301851.71658,271958318687.91443,282823492096.0579,294104078044.43835,305809495892.96765,318005505201.5954
18917969709.359043,40001975030.03,49973621135.09811,53550810954.0,56594398102.42869,59438171338.18322,62045562701.58785,64496864008.23383,66971818819.18942,69571350043.05847,72298486759.01935,75155294925.15001,78133852009.2179,81232582084.75682,84465872534.64616
546366257896.33374,811969760833.7156,974721069608.3564,1030000000000.0,1088540565624.1959,1149360576575.777,1211560219652.3093,1274757505475.6514,1339007336930.8997,1404876536928.9045,1472587957321.698,1542348632079.2495,1614242396910.8752,1688300359323.3318,1764899449245.1052
78992591620.26646,95451667503.12259,107043420847.28711,113000000000.0,119422411568.47974,126183836822.25546,133222594294.1353,140507263415.38525,148020107982.19632,155806790310.9554,163888637533.10034,172286421615.87958,181009441270.56113,190060065006.59146,199480228289.90652
338941494143.17004,355143602213.5476,374548232926.07745,396000000000.0,418506858239.9821,441739097437.8255,465299649167.9089,489039540424.12933,513035974867.71875,537546267429.3648,562669627225.0813,588496110806.9941,615064069921.378,642392944109.3224,670632094159.3484
22044019094.1896,22844038071.23121,23619991752.510574,25020946205.0,26443024208.197357,27880283982.770794,29300539904.818962,30697807157.190453,32091614095.78484,33507729522.48005,34955580459.39116,36443035560.04571,37973572916.0049,39549632388.023796,41181204396.219055
50973539949.47258,60037684191.68688,67005756627.16201,72268924053.0,76376364529.81036,80118203909.97607,83494658274.72592,86664137867.5871,89916925615.59666,93382418458.65187,97038698284.00073,100876453899.95567,104878167550.64162,109041040033.89293,113383813803.2558
3271308633.703291,6917169669.437747,8641473730.438814,9260043911.0,9786343142.31537,10278090411.252789,10728962360.494215,11152843107.28873,11580814034.69217,12030326803.07434,12501905202.938175,12995906481.208216,13510960668.03615,14046795253.108541,14605898112.796524
13093166285.21541,13874463815.808332,14671731568.536457,15488160357.0,16368437704.356337,17295181408.536407,18259937200.02762,19258398469.91793,20288134234.413387,21355403124.296917,22463128307.990326,23614156861.242954,24809763296.720573,26050272250.30029,27341431538.097706
70757470137.94984,86822927943.17653,103184156656.80145,109000000000.0,115195069566.0557,121658400967.73668,128305059792.66199,135096472996.34055,142029831940.57623,149159016359.71237,156505802856.35345,164090719643.52444,171921933730.14853,180001719596.6762,188369453088.06107
291016999423.6996,301586714984.6241,316436960074.4298,334000000000.0,352983057202.4091,373005931091.203,393904303076.2398,415592974447.9495,438012919748.1159,461294986280.0393,485503374325.79,510701077550.2102,536917998009.5564,564163059368.7384,592562882316.6725
18161897797.322273,19326471809.558285,21548326439.649754,22814623103.0,24111303628.19657,25428814232.452763,26738997509.540165,28035149193.372612,29331385878.531498,30648940009.251347,31995737521.143414,33378543137.979134,34800393094.83475,36263342745.36748,37776476102.28551
66114186547.17975,73627183547.53856,78741455420.3184,83580996525.0,88331364303.648,93042856957.45296,97600926760.33858,102009272641.71013,106384840402.96858,110841773452.42953,115416749308.71849,120137929075.22192,125015581690.02684,130057484653.7994,135295304427.37796
82858622976.57832,88931296732.49294,95411281047.33707,101000000000.0,106740385561.20755,112584120894.42789,118408759308.17464,124182953322.99149,129963536936.50899,135840925285.87575,141849062828.41498,148017148392.13593,154358307219.1327,160881274178.66382,167626139644.18088
31945368901.178608,33670538936.786304,35671155899.65067,37655287430.0,39795444541.54745,42049263995.98004,44396516778.26799,46826866627.26331,49334275050.19094,51933876259.565796,54632792426.42174,57437968552.83138,60352541251.35716,63377328487.30789,66526346547.5047
53451629650.18731,56033699461.67762,59484099711.23236,62839620240.0,66411141514.23229,70135201570.87817,73961999105.48785,77869110954.33194,81855551925.14644,85952832735.92133,90173627907.78128,94529861809.25925,99026281898.6587,103664264682.54346,108466537366.53802
17274576086.910458,18338099876.781483,19478951111.46396,20657269549.0,21831335804.970814,23005283460.791527,24151159475.273926,25267029907.36851,26376154530.327206,27503862370.204967,28658862344.721962,29848091706.831062,31074380007.234066,32339802495.80531,33652450293.944103
58999635915.48792,62392612498.239815,66425671312.06567,70115662531.0,74100721311.27184,78301396469.27072,82681908051.08434,87223808641.52608,91915151270.66115,96783675298.03772,101842757278.38853,107105489323.33916,112577958196.55042,118261880916.20921,124183628342.2722
232699700631.19067,248386315486.43213,262922499855.98438,278000000000.0,293800269168.4722,310096574028.9868,326606073546.69574,343224473920.4208,360011313196.90796,377150934367.2173,394714306380.9987,412765659405.71045,431332511568.2515,450429200501.63947,470160993255.03546
75527172283.56448,80508870593.2375,86767755132.73126,91645013950.0,96853704195.89352,102298187870.95468,107911197461.58696,113661334071.44681,119543307437.0911,125600353332.37755,131850280684.75865,138309988029.0381,144986218652.27008,151880630261.30966,159026259419.36462
2825813796.8622785,5975172530.574293,7464656633.468754,7998988409.0,8453614919.567231,8878394838.776388,9267865939.62519,9634021566.207035,10003710362.566032,10392007379.140137,10799365075.35631,11226092047.376307,11671004891.207375,12133868207.659243,12616831067.994099
10001178390.563887,21147453685.386303,26419066499.895676,28310184525.0,29919208034.72705,31422597873.596584,32801022015.301632,34096927550.273506,35405337752.490166,36779606550.94867,38221335299.3718,39731616187.65113,41306260888.00202,42944436270.76196,44653748373.20454
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4379503587.5514,9260443686.326899,11568876386.128387,12396994619.0,13101584014.180946,13759916556.177153,14363526774.695047,14931002197.880362,15503953399.3111,16105743998.185678,16737075225.30912,17398425349.27753,18087960306.559372,18805315270.71085,19553820916.001137
135030499342.34773,140788044728.3963,149463711327.05032,158000000000.0,166980009095.75043,176266373596.89026,185706091929.47348,195239571097.6948,204890957310.0278,214758274936.90494,224879463699.42596,235289192678.7907,246002016765.75195,257024811488.78146,268416640884.40125
144957739350.2663,149993160918.29657,157246113687.57208,166000000000.0,175434693100.59857,185364356036.29788,195696950671.70682,206385739144.40628,217405244018.92715,228822916639.1643,240670029717.67172,252977006024.44785,265757348417.1398,279014420292.36285,292809651751.7321
249898659413.08044,255898784037.40118,266193554528.97247,281000000000.0,296970775670.29034,313789748779.2565,331305961689.5696,349442280761.2863,368153644156.2002,387552989897.28076,407693466697.4207,428626901158.2903,450376700036.0237,472948967340.64087,496448298651.2902
35116637001.54801,36952256810.27853,39110256172.055214,41285680278.0,43632172584.46002,46103285560.905045,48676839887.93907,51341502772.688866,54090653543.82014,56940885522.00032,59900007535.58415,62975634162.88638,66171204421.16719,69487615136.78278,72940233924.10757
93066876946.44655,101827641871.25594,112713212643.86179,119000000000.0,125763424572.11583,132871837043.91617,140254723027.83063,147876802528.03732,155721782552.3482,163839311697.22668,172251708338.64502,180980571056.66788,190035159022.92264,199417597526.97336,209171454098.11606
