dep_scorp_pos,dep_scorp_neg,dep_sp_pos,dep_sp_neg,dep_part_pos,dep_part_neg,int_scorp_pos,int_scorp_neg,int_sp_pos,int_sp_neg,int_part_pos,int_part_neg
0.23013525486355457,0.08584699317749472,0.08120551742749563,0.044182996465820745,0.289535013586574,0.26909422447906034,0.23547017677769946,0.08788447437935235,0.04718846204684668,0.02965259954721347,0.31220302653931303,0.28760126070957487
